,treatment_effects,standard_errors
0,-0.020660707066791396,0.014523998970054141
1,0.020653635934706895,0.018234681065493835
2,0.034138865426232436,0.019388377039733114
3,0.058367593594030764,0.0211934905602002
4,0.016752884438011734,0.016776600446575796
5,0.014293143528162884,0.021940930173613878
6,0.07119637050312663,0.035464434169264876
7,0.05963641042944658,0.03823373051686715
8,-0.0012965851789426307,0.02987863041873564
9,0.052646896672222415,0.030211243046733102
10,-0.010452481062266593,0.021034347843124752
11,0.00929865517350083,0.011135464732155397
12,-0.0035307089656837925,0.010367415778647478
13,-0.007217751134530479,0.01931110870065341
14,-0.0142482022206907,0.014472970044390243
15,0.02363784335684305,0.03619957437737798
16,0.014957227298854228,0.02194961412567947
17,-0.006270266060860287,0.018389381325232348
18,-0.023091104883317674,0.022717604386466094
19,-0.0021708384414551043,0.024530178402849517
20,0.016691625279301816,0.020824496796825475
21,-0.007672898401703917,0.012887455281981958
22,-0.018470216363804765,0.018908371023020662
23,0.006095292935714422,0.014650336169377373
24,0.04790051854196017,0.037073951835266204
25,-0.009660030942240935,0.013788715564439868
26,0.0007732688484047667,0.026043205924332576
27,-0.023083020527271386,0.02040101389375227
28,-0.019554633855769228,0.021868345180529103
29,0.010399201057293589,0.030583440989515615
30,0.04651977564984505,0.014855037152491942
31,-0.031522098367825026,0.020676258364017337
32,-0.02511621145079421,0.01742016211689865
33,0.02055428021874057,0.015369747738625672
34,0.023621584096448163,0.015947833533084554
35,-0.009423458265765385,0.016027446463222086
36,0.06355226605770492,0.016328261200250035
37,0.015040357647450178,0.024335721418438327
38,0.014345631689995334,0.04425080878700733
39,-0.03773530167819689,0.010924538138403304
40,0.006265184475196796,0.02601999431861207
41,0.02103407915332429,0.03191109833542202
42,0.01665702541317116,0.030936037795366498
43,-0.11604152063495851,0.023620559770852482
44,-0.019646820925691113,0.02148698815483083
45,0.04155294544065029,0.02369886312345273
46,-0.03403547463306287,0.026125560392562957
47,-0.03262032958370791,0.019310676230249887
48,0.030069677172592138,0.016282988600362903
49,-0.0037730867049538064,0.03384872648528275
50,-0.008896400725677366,0.014377007120769324
51,-0.04459244549326024,0.015656043130558125
52,-0.00039794724289265873,0.024394914304803023
53,0.014502336806256838,0.022040787735540555
54,-0.010187211153721709,0.018406343605446403
55,0.03957214949583452,0.01982864832192733
56,0.007373940736094032,0.015711790019907804
57,-0.08178045713584338,0.021597055217343127
58,0.017111658394711585,0.014447031406452227
59,0.012024201163606129,0.009932513416413175
60,-0.008543961897836462,0.015422563742014488
61,-0.0013997474196761252,0.013355804378418759
62,0.03419630520701984,0.026210061329243882
63,0.0024755513661503265,0.01619506640727424
64,0.016796216909751246,0.021261186397258727
65,0.015442730159758446,0.024631709116126967
66,-0.11258551778335674,0.029282694253829893
67,0.11677309742585444,0.02010452401224844
68,0.009297788758600866,0.022324977978442163
69,0.007863615142833342,0.034961760679569624
70,-0.003243299443686361,0.029195036906568664
71,0.00967639670448332,0.018754916737438267
72,-0.028072087724064502,0.020792125232723866
73,-0.0038143373975083926,0.017245139122094837
74,-0.03398245921962801,0.02222367767233634
75,0.03193620555305993,0.02166703865153325
76,0.03989552394988209,0.015954646671586418
77,0.03537582266978708,0.022442038968339895
78,-0.012431846634671432,0.02618410317790763
79,0.012772258730408596,0.020564340778934546
80,0.008558862397466532,0.025056073031100537
81,0.022733942947840362,0.020536621114766698
82,0.01864380376137512,0.014556585985165914
83,-0.017251672655452657,0.024769549755489548
84,-0.09087159705484847,0.021119467748038474
85,-0.04664074218537994,0.013316036806752734
86,0.07035851885860324,0.022570081471503557
87,-0.056271973782908984,0.031848360379261295
88,-0.0008451678790422044,0.010883246028323164
89,0.0001010143858702232,0.0194977590711877
90,0.045753988626690084,0.01925245874831644
91,-0.0013778507807385297,0.017290962136398164
92,0.01708328520842304,0.02240862174181953
93,0.005730799969724309,0.025111545413907713
94,-0.013461780492681449,0.031347908221286455
95,0.024036922907243425,0.01990630320662827
96,-0.04600126290581491,0.021933833300398376
97,-0.014011821093283947,0.02123031641459832
98,-0.0006419366771442713,0.0039018361775045476
99,0.0377548045817652,0.031503817733877296
100,0.030745729867591994,0.0397640196075713
101,0.032494274170490195,0.039035284513754
102,-0.05662491242391658,0.026933918181460573
103,0.038962312671804895,0.02989122962274606
104,0.02345541190098898,0.02963715335185367
105,-0.02357001054325823,0.016625151817403754
106,0.0003453349760841637,0.03060061266742148
107,0.05248733011853234,0.03721966622546293
108,0.0029037116353081704,0.01407324560247794
109,0.005236700535850315,0.022853162720797193
110,-0.1507649139486174,0.02706310088280134
111,0.005114371619169271,0.013529591069836429
112,-0.0336413088304005,0.027158282150920362
113,0.02153173474734307,0.016438246259265706
114,-0.005750041249662791,0.014780180636915151
115,-0.009672062187539925,0.013684301727367404
116,-0.004827417348260159,0.02371348943730443
117,-0.0023790588968002242,0.009505823241457115
118,0.06844870452495481,0.03226383139442611
119,0.014797871153573823,0.02400465569358118
120,0.011952423122006743,0.031167779570067833
121,-0.00877745415674362,0.01419694891773633
122,-0.06105239677769047,0.021846085888419402
123,-0.024504252105818795,0.01476473939799591
124,-0.00558989108381001,0.01901434881360786
125,-0.0010143871100304319,0.01953403562986605
126,-0.03845987018630502,0.042282579085665524
127,-0.0152956906388352,0.020096686139887052
128,-0.057343971752682535,0.02456369880188638
129,0.028478612702458283,0.01794511023139934
130,-0.005302706104921975,0.011082776465212038
131,-0.004763328772709661,0.013240237652858334
132,-0.04442454406478827,0.02653478462458255
133,0.00794125415084888,0.026245149590248734
134,-0.1012837788329297,0.0881487859926471
135,0.021879143102969904,0.014343282931382949
136,-0.014909595001326392,0.02465630523839477
137,0.02336632272754286,0.013338786437480604
138,-0.011613922538985721,0.019469167826726655
139,0.013614307100115224,0.01974202628585508
140,-0.013770688653199538,0.03706288272251925
141,0.006500507692959837,0.02496205368257112
142,-0.026084456986465273,0.08443490834063742
143,-0.00911216940122667,0.020041614304828204
144,-0.009947291751852178,0.014133661858812352
145,0.014903169989491006,0.015832454320279927
146,-0.05518561141262367,0.03108348128473249
147,0.026794931967753295,0.016401553277639407
148,0.04599213189057868,0.018698450862463873
149,-0.008671324129858849,0.012849137619651686
150,0.033735536879725,0.015476732054709019
151,0.010917756638463597,0.01982927522680075
152,-0.02834395005550128,0.022035016663506306
153,-0.029942880947173203,0.013585861950313144
154,0.011420566399220433,0.013692041073203638
155,0.045348112575038846,0.029433082884635715
