,treatment_effects,standard_errors
156,0.09087388303204912,0.03985043008202827
157,-0.0008502756573759697,0.017364047144941393
158,-0.027392287840759363,0.02858766592850157
159,-0.003861831441674433,0.020761609313526004
160,0.012156464113520827,0.026205945711405103
161,0.0016684192475650375,0.01781469471587983
162,0.004273004360894274,0.017892104424120137
163,0.031657921638363735,0.012198841842016401
164,-0.00052415715239441,0.02107763383544034
165,-0.0602155182927193,0.03659143433868738
166,0.09177242486060451,0.034079552507393265
167,0.009889961206881766,0.015733543518240883
168,-0.0427806383541,0.01929635893469859
169,0.00684875860140106,0.014163072255967126
170,-0.026313363542017153,0.014637799320987509
171,-0.014854706352635232,0.01284640000613788
172,-0.004351205048832931,0.02027698342722532
173,-0.05106415911817011,0.02640891695020713
174,0.004008208480283404,0.03548675107950972
175,0.026794406448595633,0.051122945067111666
176,-0.012217996184576637,0.020784954666050622
177,-0.01863723828020936,0.015829282876519652
178,0.04712224507765686,0.022188448011104263
179,-0.002172990748630631,0.016276811284598628
180,0.018687867525734526,0.019636625957261802
181,-0.04304572025632296,0.054481639084865044
182,0.010769368797067587,0.02116331323864244
183,0.0664848586491718,0.02166309661199728
184,0.05320766340078962,0.02372744346090269
185,-0.043149180285141246,0.03193557873505709
186,-0.017380664716561182,0.01932169964061154
187,-0.00039075022323149886,0.015822373126124476
188,0.018507357923452303,0.02073374548897271
189,0.0136872601843303,0.013850375406301334
190,0.0028645131423128815,0.02326701326121012
191,0.019272564319977065,0.01906337692902385
192,-0.020918146219069983,0.0138093447681249
193,-0.033256517667409065,0.017759975137642846
194,0.024286330662923676,0.024927755875342048
195,0.04642189550488259,0.02447953056471821
196,-0.06293754535610903,0.019771873579874425
197,-0.0031006359423481297,0.012531452691737565
198,0.020260963473696565,0.022367038097931925
199,-0.029617004880220312,0.025783835340109845
200,0.003905724493167843,0.02333645744694288
201,0.02904138260676263,0.01802201136258161
202,-0.05030657730943665,0.025319715623316173
203,0.03010155145285151,0.013962933620754974
204,-0.053946729996889764,0.0227040129953491
205,-0.011449753589967792,0.012365893510136396
206,0.02235988234820938,0.031161268288924134
207,0.008718845259853444,0.017660377329755544
208,0.03421104675052947,0.013908429504581786
209,-0.005656666589370863,0.018468283654681325
210,0.014150084376652437,0.01558858949027573
211,-0.041349913228858066,0.024622456915836373
212,0.013817380927790565,0.026647908818731237
213,-0.013147463069780312,0.016297115850260755
214,0.016257869953308943,0.024959952385958665
215,-0.019605676598442832,0.02509431899718318
216,-0.02244560765332612,0.022395433825354534
217,0.029951572648318787,0.01940626580737336
218,-0.011452604366949462,0.016656483366977445
219,0.0029429721137327986,0.020341802504370864
220,0.0020368376943518483,0.019913356382343848
221,-0.033891683429971314,0.01925937062136515
222,-0.014158515789127697,0.026910317481875813
223,-0.010162761787165919,0.020221250980278643
224,-0.015617907841845033,0.030584871567659135
225,0.027085777224216064,0.042627262551741936
226,0.028043328816946145,0.01927218463426844
227,-0.05130739584336298,0.037278101286837007
228,0.030470546680477974,0.036646804906070626
229,-0.016882731886316404,0.019555356202793733
230,-0.010363213950731415,0.01845228092656883
231,-0.04913872231986202,0.036934661960789476
232,-0.038173278896730646,0.016526478613394624
233,0.002999968467539831,0.020969073838854616
234,-0.024745774408517714,0.019286539189101323
235,-0.022179356760878153,0.027404813835820854
236,-0.016469346834396187,0.017044270652808072
237,0.019850405038012157,0.011335506115748054
238,-0.02644706481432329,0.020233869070973822
239,-0.0001689147196296784,0.01608773913595797
240,-0.0037064717761898115,0.014634696064460766
241,0.017370388375916063,0.01444333737309093
242,0.02615407472512578,0.024539577583733038
243,-0.045972483317374774,0.026500900345186356
244,-0.020054160079419306,0.014424733593683698
245,-0.014673681001693322,0.024199920700691838
246,-0.02101091415580482,0.037157772555898146
247,-0.015864056206383412,0.018538206477723942
248,0.020761520310976472,0.018660392131448347
249,-0.004380578263125274,0.011749905587429792
250,0.01757696698206568,0.019636096593283088
251,0.0008808946084505057,0.014228523435964958
252,-0.0029544540971759986,0.027026553594086827
253,-0.019604656760123566,0.02184901591207259
254,0.007093601168070859,0.03415726309711423
255,0.004761398702074754,0.008201400347116389
256,0.005618430994788256,0.01782857732503668
257,0.022383705350254357,0.021207737716251843
258,0.017589099458638888,0.02009818953478013
259,-0.0027358790702807735,0.021475343998517034
260,-0.03805225992120184,0.07206820531916316
261,0.0016431779158168236,0.0036418250710529504
262,-0.004507325042183199,0.02197852798341061
263,0.003358244325056987,0.019650095421820647
264,-0.0006678883408368022,0.0145945419515042
265,0.011258076159685647,0.015845912787532314
266,0.2839175217701234,0.013222293658642869
267,0.021637574745579344,0.013682819493488317
268,0.017544144516809926,0.01110049846593116
269,-0.008353375512826179,0.02401934071425385
270,0.06948707714374985,0.02539698624331226
271,0.00021616617473793864,0.005548350074396919
272,-0.005536593964487738,0.010273414436143269
273,-0.019143041121172266,0.022828282423309493
274,-0.00968135547875599,0.024885466324954107
275,0.020912025928230372,0.015307960168486212
276,0.00928734654063575,0.030369997675180904
277,0.08845774860169159,0.02374443706465389
278,-0.024316197437524705,0.02763314978348756
279,-0.29206824349765464,0.016615242639182067
280,-0.022228381824100606,0.021970113484929017
281,0.00267977786646022,0.0202352808842925
282,0.025997693043906683,0.020301867203840862
283,-0.004753939268833731,0.016207210810992433
284,-0.03727597208382067,0.029859525703097918
285,-0.004594215547975539,0.020668424020497955
286,0.01502716197513985,0.027264655865093346
287,-0.0076197794559399925,0.01623909623893211
288,-0.01702030012551697,0.020262677160424705
289,0.006049744560117104,0.022134967983228466
290,-0.027709734430558523,0.029341068950666484
291,0.000403983865101792,0.016768633088197392
292,-0.0076468378481164235,0.01473911782292818
293,-0.0352809242725384,0.03706837384146018
294,0.012209139862024236,0.021110087934499137
295,0.029198581015292224,0.028480727693302017
296,0.013488917173286371,0.014597489764564259
297,0.00265077875665302,0.019850206322311294
298,0.004325159680291911,0.013660583986895488
299,-0.03833169989541116,0.023666314489415433
300,-0.0674618498706201,0.019557176077366577
301,-0.026331111998631695,0.024868635180227038
302,-0.010758685682671241,0.015574649642535968
303,0.02679366371807249,0.026992023717630334
304,-0.06673769433862145,0.03228551908614884
305,0.048674593504636945,0.02068245980280838
306,-0.07090207420086403,0.02246501419775364
307,0.043692811694166965,0.028010904038357803
308,0.0013554152775662853,0.005721805024228563
309,0.01646532893238279,0.016880567945460827
310,-0.033514145410952316,0.02509341281573403
311,0.0021442457543410114,0.013012215720356645
312,-0.07545161180644543,0.024392140891433607
313,-0.044471224688024086,0.033367652316105105
314,0.028775403517502768,0.012521491789705106
315,0.02002962304142526,0.024401715879551384
316,0.03295051426542044,0.026737000774281844
317,-0.012161340282698324,0.03983714439301658
318,-0.013356771366434088,0.011237507009563583
319,-0.04312654443069844,0.0268628226946801
320,0.0037658230679680736,0.022833140784817633
321,0.005355436525196812,0.023591641356879297
322,-0.01184605737727546,0.021258779811907335
323,-0.012033207943311145,0.02125899791499288
324,-0.036983266409594914,0.029858646020286733
325,0.04227859023933145,0.01878820964100448
326,0.07584835865830747,0.013745480079791143
327,-0.057088801113150435,0.028918320196079834
328,0.026518265745739445,0.04964942936456172
329,-0.03603452838885629,0.058891674911386756
330,-0.04139368141375948,0.023619948239599224
